,location,total_sqft,bath,price,BHK,total_price_per_sqft,area_type_Carpet  Area,area_type_Plot  Area,area_type_Super built-up  Area
3521,Indira Nagar,1200.0,2.0,93.0,2.0,7750.0,0.0,0.0,1.0
3522,Indira Nagar,1128.0,2.0,105.0,2.0,9308.510638297872,0.0,0.0,1.0
3523,Indira Nagar,2800.0,3.0,330.0,3.0,11785.714285714286,0.0,0.0,1.0
3524,Indira Nagar,1650.0,3.0,200.0,3.0,12121.212121212122,0.0,0.0,1.0
3526,Indira Nagar,1210.0,2.0,102.0,2.0,8429.752066115703,0.0,0.0,0.0
3527,Indira Nagar,1224.0,2.0,105.0,2.0,8578.43137254902,0.0,0.0,0.0
3528,Indira Nagar,2070.0,3.0,225.0,3.0,10869.565217391304,0.0,0.0,1.0
3529,Indira Nagar,500.0,1.0,70.0,1.0,14000.0,0.0,0.0,0.0
3530,Indira Nagar,1400.0,2.0,168.0,2.0,12000.0,0.0,0.0,1.0
3531,Indira Nagar,2400.0,4.0,525.0,4.0,21875.0,0.0,1.0,0.0
3533,Indira Nagar,1145.0,2.0,100.0,2.0,8733.624454148472,0.0,0.0,1.0
3534,Indira Nagar,1470.0,2.0,170.0,2.0,11564.625850340137,0.0,0.0,1.0
3535,Indira Nagar,2700.0,3.0,324.0,3.0,12000.0,0.0,0.0,1.0
3536,Indira Nagar,850.0,1.0,57.0,1.0,6705.882352941177,0.0,0.0,0.0
3537,Indira Nagar,3250.0,8.0,600.0,8.0,18461.53846153846,0.0,1.0,0.0
3538,Indira Nagar,2601.0,4.0,312.0,3.0,11995.386389850059,0.0,0.0,1.0
3539,Indira Nagar,1260.0,2.0,100.0,2.0,7936.507936507936,0.0,0.0,1.0
3540,Indira Nagar,1740.0,3.0,191.0,3.0,10977.011494252874,0.0,0.0,0.0
3541,Indira Nagar,1650.0,3.0,220.0,3.0,13333.333333333334,0.0,0.0,0.0
3544,Indira Nagar,1440.0,3.0,275.0,3.0,19097.222222222223,0.0,1.0,0.0
3545,Indira Nagar,1475.0,2.0,171.0,2.0,11593.22033898305,0.0,0.0,1.0
3546,Indira Nagar,3200.0,4.0,440.0,4.0,13750.0,0.0,0.0,1.0
3547,Indira Nagar,4000.0,4.0,700.0,4.0,17500.0,0.0,0.0,0.0
3548,Indira Nagar,850.0,1.0,60.0,1.0,7058.823529411765,0.0,0.0,0.0
3549,Indira Nagar,2400.0,4.0,405.0,4.0,16875.0,0.0,1.0,0.0
3550,Indira Nagar,1800.0,5.0,350.0,5.0,19444.444444444445,0.0,1.0,0.0
3553,Indira Nagar,1650.0,3.0,200.0,3.0,12121.212121212122,0.0,0.0,1.0
3554,Indira Nagar,2800.0,4.0,365.0,4.0,13035.714285714286,0.0,0.0,1.0
3555,Indira Nagar,1260.0,2.0,120.0,2.0,9523.809523809523,0.0,0.0,1.0
3556,Indira Nagar,1149.0,2.0,130.0,2.0,11314.186248912098,0.0,0.0,1.0
3558,Indira Nagar,2400.0,6.0,475.0,6.0,19791.666666666668,0.0,1.0,0.0
3559,JP Nagar,1850.0,3.0,150.0,3.0,8108.108108108108,0.0,0.0,1.0
3560,JP Nagar,5520.0,2.0,375.0,5.0,6793.478260869565,0.0,0.0,1.0
3561,JP Nagar,1100.0,2.0,70.0,2.0,6363.636363636364,0.0,0.0,1.0
3562,JP Nagar,940.0,2.0,49.0,2.0,5212.765957446809,0.0,0.0,1.0
3564,JP Nagar,4624.5,4.0,314.5,4.0,6800.735214617796,0.0,0.0,1.0
3565,JP Nagar,1078.0,2.0,45.0,2.0,4174.397031539888,0.0,0.0,0.0
3566,JP Nagar,1050.0,1.0,44.0,1.0,4190.476190476191,0.0,0.0,1.0
3567,JP Nagar,1352.5,2.0,93.865,2.0,6940.110905730129,0.0,0.0,1.0
3568,JP Nagar,1200.0,2.0,62.0,2.0,5166.666666666667,0.0,0.0,1.0
3569,JP Nagar,1300.0,2.0,90.87,2.0,6990.0,0.0,0.0,1.0
3570,JP Nagar,1315.0,2.0,85.4,3.0,6494.296577946768,0.0,0.0,0.0
3571,JP Nagar,1690.0,3.0,112.0,3.0,6627.218934911242,0.0,0.0,1.0
3576,JP Nagar,750.0,1.0,52.5,1.0,7000.0,0.0,0.0,1.0
3577,JP Nagar,1200.0,2.0,78.0,2.0,6500.0,0.0,0.0,1.0
3578,JP Nagar,1850.0,2.0,110.0,3.0,5945.945945945946,0.0,0.0,1.0
3579,JP Nagar,1100.0,2.0,45.0,2.0,4090.909090909091,0.0,0.0,1.0
3580,JP Nagar,1197.0,2.0,47.88,2.0,4000.0,0.0,0.0,1.0
3581,JP Nagar,2700.0,4.0,160.0,7.0,5925.925925925926,0.0,0.0,0.0
3583,JP Nagar,820.0,2.0,45.0,2.0,5487.804878048781,0.0,0.0,0.0
3584,JP Nagar,1750.0,3.0,123.0,3.0,7028.571428571428,0.0,0.0,1.0
3585,JP Nagar,2195.0,2.0,152.0,3.0,6924.829157175399,0.0,0.0,1.0
3586,JP Nagar,3496.5,2.0,237.5,3.0,6792.506792506792,0.0,0.0,1.0
3590,JP Nagar,745.0,1.0,34.27,1.0,4600.000000000001,0.0,0.0,1.0
3591,JP Nagar,1800.0,6.0,68.0,6.0,3777.777777777778,0.0,0.0,0.0
3592,JP Nagar,1150.0,2.0,90.0,2.0,7826.086956521739,0.0,0.0,1.0
3594,JP Nagar,1960.0,3.0,138.0,3.0,7040.816326530612,0.0,0.0,1.0
3597,JP Nagar,1250.0,2.0,60.0,2.0,4800.0,0.0,0.0,1.0
3598,JP Nagar,2400.0,3.0,196.0,3.0,8166.666666666667,1.0,0.0,0.0
3599,JP Nagar,1300.0,2.0,91.65,2.0,7050.0,0.0,0.0,1.0
3600,JP Nagar,1107.0,2.0,57.0,2.0,5149.051490514905,0.0,0.0,1.0
3601,JP Nagar,1250.0,2.0,93.0,2.0,7440.0,0.0,0.0,1.0
3602,JP Nagar,1500.0,2.0,108.0,3.0,7200.0,0.0,0.0,1.0
3603,JP Nagar,1520.0,3.0,125.0,3.0,8223.684210526315,0.0,0.0,0.0
3604,JP Nagar,1405.0,2.0,99.0,2.0,7046.26334519573,0.0,0.0,1.0
3605,JP Nagar,1157.0,2.0,73.0,2.0,6309.420916162489,0.0,0.0,1.0
3607,JP Nagar,1048.0,2.0,44.0,2.0,4198.473282442748,0.0,0.0,0.0
3608,Jakkur,1417.0,2.0,75.0,2.0,5292.87226534933,0.0,0.0,1.0
3609,Jakkur,1590.0,2.0,125.0,3.0,7861.635220125786,0.0,0.0,0.0
3610,Jakkur,1279.0,2.0,77.0,2.0,6020.3283815480845,0.0,0.0,1.0
3611,Jakkur,1710.0,3.0,107.0,3.0,6257.309941520468,0.0,0.0,1.0
3612,Jakkur,1396.0,2.0,86.51,3.0,6196.991404011461,0.0,0.0,1.0
3613,Jakkur,3467.86,6.0,249.0,4.0,7180.220654813054,0.0,0.0,1.0
3614,Jakkur,1865.0,3.0,124.0,3.0,6648.793565683646,0.0,0.0,1.0
3615,Jakkur,3181.0,2.0,260.5,4.0,8189.248663942157,0.0,0.0,1.0
3616,Jakkur,1760.0,3.0,139.0,3.0,7897.727272727273,0.0,0.0,1.0
3617,Jakkur,1290.0,2.0,100.0,2.0,7751.937984496124,0.0,0.0,1.0
3618,Jakkur,1452.19,2.0,100.0,2.0,6886.151261198604,0.0,0.0,1.0
3619,Jakkur,1798.0,3.0,120.0,3.0,6674.082313681869,0.0,0.0,1.0
3620,Jakkur,1300.0,2.0,85.0,2.0,6538.461538461538,0.0,0.0,1.0
3621,Jakkur,3181.0,4.0,260.5,4.0,8189.248663942157,0.0,0.0,1.0
3622,Jakkur,1950.0,3.0,131.0,3.0,6717.948717948718,0.0,0.0,1.0
3624,Jakkur,1230.0,2.0,76.0,2.0,6178.861788617886,0.0,0.0,1.0
3626,Jakkur,1290.0,2.0,80.0,2.0,6201.550387596899,0.0,0.0,1.0
3627,Jakkur,1760.0,3.0,110.0,3.0,6250.0,0.0,0.0,1.0
3629,Jakkur,1483.0,2.0,98.0,2.0,6608.226567768038,0.0,0.0,1.0
3632,Jakkur,1650.0,3.0,111.0,3.0,6727.272727272727,0.0,0.0,1.0
3634,Jakkur,2423.0,4.0,160.0,3.0,6603.38423442014,0.0,0.0,1.0
3635,Jakkur,2197.0,3.0,136.0,3.0,6190.259444697314,0.0,0.0,1.0
3636,Jakkur,1125.0,2.0,65.0,2.0,5777.777777777777,0.0,0.0,1.0
3637,Jakkur,1230.0,2.0,79.0,2.0,6422.764227642277,0.0,0.0,1.0
3638,Jakkur,1202.0,2.0,79.0,2.0,6572.379367720466,0.0,0.0,1.0
3639,Jakkur,1858.0,3.0,123.0,3.0,6620.021528525296,0.0,0.0,1.0
3640,Jakkur,3181.0,2.0,229.0,4.0,7198.994027035524,0.0,0.0,1.0
3643,Jakkur,1785.0,3.0,130.0,3.0,7282.913165266106,0.0,0.0,0.0
3644,Jakkur,1080.0,2.0,60.0,2.0,5555.555555555556,0.0,0.0,1.0
3645,Jakkur,1260.0,2.0,71.195,2.0,5650.396825396825,0.0,0.0,1.0
3646,Jakkur,1816.0,3.0,119.0,3.0,6552.863436123348,0.0,0.0,1.0
3647,Jakkur,1424.0,2.0,80.0,2.0,5617.9775280898875,0.0,0.0,1.0
3648,Jakkur,1290.0,2.0,85.0,2.0,6589.147286821705,0.0,0.0,1.0
3649,Jakkur,1300.0,2.0,80.0,2.0,6153.846153846154,0.0,0.0,0.0
3650,Jakkur,1290.0,2.0,80.04,2.0,6204.651162790698,0.0,0.0,1.0
3651,Jakkur,1282.0,2.0,72.0,2.0,5616.224648985959,0.0,0.0,1.0
3653,Jakkur,1660.0,3.0,104.0,3.0,6265.060240963855,0.0,0.0,1.0
3654,Jakkur,1291.0,2.0,75.0,2.0,5809.450038729667,0.0,0.0,1.0
3655,Jakkur,1473.0,2.0,85.0,2.0,5770.536320434488,0.0,0.0,1.0
3656,Jakkur,1660.0,3.0,104.0,3.0,6265.060240963855,0.0,0.0,1.0
3657,Jakkur,1950.0,3.0,131.0,3.0,6717.948717948718,0.0,0.0,1.0
3658,Jakkur,1432.0,2.0,85.0,2.0,5935.754189944134,0.0,0.0,1.0
3660,Jakkur,1710.0,3.0,110.0,3.0,6432.748538011696,0.0,0.0,1.0
3662,Jalahalli,2250.0,3.0,160.0,3.0,7111.111111111111,0.0,0.0,1.0
3663,Jalahalli,1694.0,2.0,125.0,2.0,7378.984651711924,0.0,0.0,1.0
3665,Jalahalli,1400.0,1.0,80.0,2.0,5714.285714285715,0.0,0.0,0.0
3666,Jalahalli,1045.0,2.0,76.77,2.0,7346.411483253589,0.0,0.0,1.0
3668,Jalahalli,2113.0,3.0,155.0,3.0,7335.541883577851,0.0,0.0,1.0
3669,Jalahalli,1932.0,4.0,135.0,3.0,6987.577639751553,0.0,0.0,1.0
3670,Jalahalli,1045.0,2.0,58.0,2.0,5550.239234449761,0.0,0.0,1.0
3671,Jalahalli,1200.0,4.0,90.0,4.0,7500.0,0.0,1.0,0.0
3672,Jalahalli,1020.0,2.0,52.0,2.0,5098.0392156862745,0.0,0.0,1.0
3673,Jalahalli,2384.0,4.0,165.0,3.0,6921.140939597315,0.0,0.0,1.0
3674,Jalahalli,790.0,2.0,49.5,2.0,6265.822784810127,0.0,0.0,1.0
3677,Jalahalli,1569.0,3.0,118.0,3.0,7520.713830465264,0.0,0.0,1.0
3678,Jalahalli,600.0,1.0,37.0,1.0,6166.666666666667,0.0,1.0,0.0
3679,Jalahalli,615.0,1.0,46.0,1.0,7479.674796747968,0.0,0.0,1.0
3681,Jalahalli,905.0,2.0,55.0,2.0,6077.348066298343,0.0,0.0,1.0
3682,Jalahalli,1000.0,2.0,70.0,2.0,7000.0,0.0,0.0,0.0
3683,Jalahalli,615.0,1.0,46.0,1.0,7479.674796747968,0.0,0.0,1.0
3685,Jalahalli,1470.0,2.0,102.0,3.0,6938.775510204082,0.0,0.0,1.0
3686,Jalahalli,1244.0,2.0,88.0,2.0,7073.954983922829,0.0,0.0,1.0
3687,Jalahalli,1407.0,2.0,98.49,2.0,7000.0,0.0,0.0,0.0
3688,Jalahalli,1200.0,2.0,66.0,1.0,5500.0,0.0,0.0,1.0
3690,Jalahalli,1045.0,2.0,76.77,2.0,7346.411483253589,0.0,0.0,1.0
3692,Jalahalli,2086.0,3.0,160.0,3.0,7670.182166826462,0.0,0.0,1.0
3694,Jalahalli,1313.0,2.0,68.0,2.0,5178.979436405179,0.0,0.0,1.0
3697,Jalahalli East,750.0,1.0,40.0,1.0,5333.333333333333,0.0,0.0,1.0
3698,Jalahalli East,1260.0,2.0,60.0,3.0,4761.9047619047615,0.0,0.0,1.0
3699,Jalahalli East,1020.0,2.0,58.0,2.0,5686.274509803921,0.0,0.0,1.0
3700,Jalahalli East,1300.0,2.0,63.0,3.0,4846.153846153846,0.0,0.0,1.0
3701,Jalahalli East,775.0,1.0,34.1,1.0,4400.0,0.0,0.0,1.0
3702,Jalahalli East,1010.0,2.0,52.0,2.0,5148.514851485149,0.0,0.0,1.0
3703,Jalahalli East,1010.0,2.0,52.0,2.0,5148.514851485149,0.0,0.0,1.0
3705,Jigani,918.0,2.0,52.0,2.0,5664.488017429194,0.0,0.0,1.0
3706,Jigani,918.0,2.0,48.0,2.0,5228.75816993464,0.0,0.0,1.0
3708,Jigani,914.0,2.0,47.0,2.0,5142.231947483589,0.0,0.0,0.0
3709,Jigani,927.0,2.0,55.0,2.0,5933.117583603021,0.0,0.0,1.0
3710,Jigani,920.0,2.0,46.0,2.0,5000.0,0.0,0.0,1.0
3711,Jigani,2400.0,4.0,130.0,3.0,5416.666666666667,0.0,1.0,0.0
3712,Jigani,918.0,2.0,45.0,2.0,4901.9607843137255,0.0,0.0,1.0
3713,Jigani,918.0,2.0,63.2,2.0,6884.531590413943,0.0,0.0,1.0
3714,Jigani,933.0,2.0,43.0,2.0,4608.788853161844,0.0,0.0,1.0
3715,Jigani,918.0,2.0,55.0,2.0,5991.285403050109,0.0,0.0,1.0
3716,Jigani,2400.0,3.0,149.0,3.0,6208.333333333333,0.0,1.0,0.0
3717,Jigani,4303.5,2.0,226.0,4.0,5251.539444638085,0.0,0.0,1.0
3718,Jigani,937.0,2.0,44.0,2.0,4695.837780149413,0.0,0.0,0.0
3720,Jigani,923.0,2.0,50.0,2.0,5417.118093174431,0.0,0.0,1.0
3723,Jigani,1221.0,3.0,72.0,3.0,5896.805896805897,0.0,0.0,1.0
3724,Jigani,918.0,2.0,49.0,2.0,5337.690631808279,0.0,0.0,0.0
3726,Jigani,914.0,2.0,49.0,2.0,5361.050328227571,0.0,0.0,1.0
3727,Jigani,918.0,2.0,50.0,2.0,5446.623093681917,0.0,0.0,1.0
3728,Jigani,1200.0,3.0,65.0,3.0,5416.666666666667,0.0,0.0,0.0
3729,Jigani,914.0,2.0,55.0,2.0,6017.505470459519,0.0,0.0,1.0
3733,Jigani,1221.0,3.0,75.0,3.0,6142.506142506142,0.0,0.0,1.0
3734,Jigani,1252.0,3.0,70.0,3.0,5591.054313099042,0.0,0.0,1.0
3737,Jigani,939.0,2.0,39.0,2.0,4153.35463258786,0.0,0.0,1.0
3738,Jigani,1221.0,3.0,70.0,3.0,5733.005733005733,0.0,0.0,1.0
3741,Jigani,943.0,2.0,48.0,2.0,5090.1378579003185,0.0,0.0,0.0
3742,Jigani,918.0,2.0,56.0,2.0,6100.217864923748,0.0,0.0,1.0
3745,Jigani,943.0,2.0,49.5,2.0,5249.204665959703,0.0,0.0,1.0
3746,Judicial Layout,1300.0,3.0,64.0,3.0,4923.076923076923,0.0,0.0,1.0
3747,Judicial Layout,2070.0,3.0,162.0,3.0,7826.086956521739,0.0,0.0,1.0
3748,Judicial Layout,1700.0,3.0,155.0,3.0,9117.64705882353,0.0,0.0,0.0
3749,Judicial Layout,1100.0,2.0,53.0,3.0,4818.181818181818,0.0,0.0,1.0
3750,Judicial Layout,1165.0,2.0,49.61,2.0,4258.369098712446,0.0,0.0,1.0
3751,Judicial Layout,5400.0,4.0,700.0,5.0,12962.962962962964,0.0,1.0,0.0
3752,Judicial Layout,1500.0,3.0,162.0,4.0,10800.0,0.0,1.0,0.0
3753,Judicial Layout,900.0,2.0,40.0,2.0,4444.444444444444,0.0,0.0,1.0
3754,Judicial Layout,1989.0,4.0,155.0,3.0,7792.860734037205,0.0,0.0,1.0
3755,KR Puram,1277.5,2.0,56.8,2.0,4446.183953033268,0.0,0.0,1.0
3756,KR Puram,930.0,2.0,39.0,2.0,4193.548387096775,0.0,0.0,0.0
3757,KR Puram,1155.0,2.0,42.74,2.0,3700.4329004329006,0.0,0.0,1.0
3758,KR Puram,1225.0,2.0,46.55,2.0,3800.0,0.0,0.0,1.0
3759,KR Puram,1100.0,2.0,47.0,2.0,4272.727272727273,0.0,0.0,1.0
3760,KR Puram,1200.0,2.0,71.0,2.0,5916.666666666667,0.0,1.0,0.0
3762,KR Puram,750.0,2.0,25.0,2.0,3333.3333333333335,0.0,0.0,0.0
3764,KR Puram,1015.0,2.0,43.0,2.0,4236.453201970443,0.0,0.0,1.0
3765,KR Puram,1470.0,2.0,86.0,2.0,5850.340136054422,0.0,0.0,1.0
3766,KR Puram,714.0,1.0,28.0,1.0,3921.5686274509803,0.0,0.0,0.0
3767,KR Puram,1142.0,2.0,51.0,2.0,4465.84938704028,0.0,0.0,1.0
3768,KR Puram,1115.0,2.0,33.45,2.0,3000.0000000000005,0.0,0.0,0.0
3769,KR Puram,1021.0,2.0,48.0,2.0,4701.273261508325,0.0,0.0,1.0
3770,KR Puram,1559.0,3.0,69.315,3.0,4446.119307248236,0.0,0.0,1.0
3771,KR Puram,1035.0,2.0,40.5,2.0,3913.0434782608695,0.0,0.0,0.0
3772,KR Puram,1550.0,2.0,71.0,2.0,4580.645161290323,0.0,1.0,0.0
3773,KR Puram,1192.5,2.0,51.22,2.0,4295.17819706499,0.0,0.0,1.0
3774,KR Puram,1100.0,2.0,46.0,2.0,4181.818181818182,0.0,0.0,0.0
3775,KR Puram,1290.0,2.0,49.02,2.0,3800.0,0.0,0.0,1.0
3776,KR Puram,1100.0,2.0,43.0,2.0,3909.090909090909,0.0,0.0,1.0
3777,KR Puram,950.0,2.0,40.0,2.0,4210.526315789473,0.0,0.0,1.0
3778,KR Puram,1156.0,2.0,72.0,2.0,6228.3737024221455,0.0,0.0,1.0
3779,KR Puram,1000.0,2.0,60.0,2.0,6000.0,0.0,1.0,0.0
3782,KR Puram,1001.0,2.0,30.0,2.0,2997.002997002997,0.0,0.0,1.0
3783,KR Puram,750.0,2.0,40.0,2.0,5333.333333333333,0.0,0.0,0.0
3785,KR Puram,2000.0,6.0,85.0,6.0,4250.0,0.0,0.0,0.0
3786,KR Puram,1000.0,2.0,44.5,2.0,4450.0,0.0,0.0,0.0
3787,KR Puram,1200.0,2.0,47.0,2.0,3916.6666666666665,0.0,0.0,1.0
3788,KR Puram,1200.0,1.0,65.0,2.0,5416.666666666667,0.0,1.0,0.0
3789,KR Puram,1583.0,2.0,70.445,3.0,4450.0947567909025,0.0,0.0,1.0
3790,KR Puram,1076.0,2.0,67.0,2.0,6226.7657992565055,0.0,0.0,1.0
3791,KR Puram,1140.0,2.0,43.32,2.0,3800.0,0.0,0.0,1.0
3792,KR Puram,4300.0,6.0,175.0,6.0,4069.767441860465,0.0,0.0,0.0
3793,KR Puram,1200.0,2.0,42.0,2.0,3500.0,0.0,0.0,1.0
3795,KR Puram,1040.0,2.0,50.0,2.0,4807.692307692308,0.0,0.0,1.0
3796,KR Puram,1200.0,4.0,83.0,4.0,6916.666666666667,0.0,0.0,0.0
3797,KR Puram,734.0,2.0,22.0,2.0,2997.275204359673,0.0,0.0,0.0
3798,KR Puram,1120.0,2.0,36.0,2.0,3214.285714285714,0.0,0.0,1.0
3799,KR Puram,1150.0,2.0,42.0,2.0,3652.1739130434785,0.0,0.0,1.0
3800,KR Puram,4600.0,9.0,200.0,9.0,4347.826086956522,0.0,0.0,0.0
3801,KR Puram,1050.0,2.0,55.0,2.0,5238.0952380952385,0.0,0.0,0.0
3802,KR Puram,1057.0,2.0,30.0,2.0,2838.2213812677387,1.0,0.0,0.0
3803,KR Puram,1085.0,2.0,46.5,2.0,4285.714285714285,0.0,0.0,1.0
3804,KR Puram,1700.0,3.0,105.0,3.0,6176.470588235294,0.0,0.0,1.0
3805,KR Puram,1200.0,2.0,72.0,2.0,6000.0,0.0,0.0,1.0
3806,KR Puram,3628.0,4.0,246.0,4.0,6780.595369349504,0.0,0.0,1.0
3807,KR Puram,2000.0,2.0,75.0,2.0,3750.0,0.0,0.0,1.0
3808,KR Puram,1100.0,2.0,45.0,2.0,4090.909090909091,0.0,0.0,1.0
3809,KR Puram,1035.0,2.0,40.0,2.0,3864.7342995169083,0.0,0.0,0.0
3810,KR Puram,1116.0,2.0,45.0,2.0,4032.2580645161293,0.0,0.0,1.0
3811,KR Puram,1290.0,2.0,69.0,2.0,5348.837209302325,0.0,0.0,1.0
3812,KR Puram,1300.0,2.0,57.0,3.0,4384.615384615385,0.0,0.0,1.0
3813,KR Puram,866.28,2.0,36.38,2.0,4199.565960197628,1.0,0.0,0.0
3814,KR Puram,1096.0,2.0,43.0,2.0,3923.3576642335765,0.0,0.0,1.0
3815,KR Puram,1204.0,2.0,58.0,2.0,4817.275747508305,0.0,0.0,1.0
3816,KR Puram,700.0,1.0,21.5,1.0,3071.4285714285716,0.0,0.0,0.0
3817,KR Puram,1205.0,2.0,45.79,2.0,3800.0,0.0,0.0,1.0
3818,KR Puram,1827.0,3.0,97.0,3.0,5309.250136836344,0.0,0.0,1.0
3819,KR Puram,1075.0,2.0,32.25,2.0,3000.0,0.0,0.0,0.0
3821,KR Puram,1100.0,2.0,39.9,2.0,3627.2727272727275,0.0,0.0,0.0
3822,KR Puram,2283.0,2.0,121.0,4.0,5300.043802014893,0.0,0.0,1.0
3823,KR Puram,2800.0,6.0,110.0,7.0,3928.5714285714284,0.0,0.0,0.0
3824,KR Puram,1020.0,2.0,39.0,2.0,3823.529411764706,0.0,0.0,1.0
3825,KR Puram,1200.0,2.0,75.0,2.0,6250.0,0.0,1.0,0.0
3826,KR Puram,1245.0,2.0,60.0,2.0,4819.277108433735,0.0,0.0,1.0
3827,Kadubeesanahalli,1665.0,3.0,70.0,3.0,4204.204204204204,0.0,0.0,1.0
3828,Kadubeesanahalli,1532.0,3.0,115.0,3.0,7506.527415143603,0.0,0.0,1.0
3829,Kadubeesanahalli,1545.0,2.0,66.0,3.0,4271.844660194175,0.0,0.0,1.0
3830,Kadubeesanahalli,1424.0,2.0,75.0,3.0,5266.853932584269,0.0,0.0,1.0
3831,Kadubeesanahalli,1257.0,2.0,93.0,2.0,7398.568019093079,0.0,0.0,1.0
3832,Kadubeesanahalli,1365.0,3.0,80.0,3.0,5860.805860805861,0.0,0.0,0.0
3833,Kadubeesanahalli,1257.0,2.0,105.0,2.0,8353.221957040572,0.0,0.0,1.0
3834,Kadubeesanahalli,1184.0,2.0,55.0,2.0,4645.27027027027,0.0,0.0,0.0
3835,Kadubeesanahalli,1185.0,2.0,55.0,2.0,4641.350210970464,0.0,0.0,1.0
3836,Kadubeesanahalli,1140.0,2.0,78.0,2.0,6842.105263157895,0.0,0.0,1.0
3838,Kadugodi,1762.0,3.0,91.45,3.0,5190.124858115778,0.0,0.0,1.0
3839,Kadugodi,1198.0,2.0,58.0,2.0,4841.402337228715,0.0,0.0,1.0
3841,Kadugodi,1890.0,4.0,127.0,3.0,6719.576719576719,0.0,0.0,1.0
3842,Kadugodi,3750.0,4.0,210.0,4.0,5600.0,0.0,1.0,0.0
3843,Kadugodi,1762.0,3.0,110.0,3.0,6242.905788876277,0.0,0.0,1.0
3844,Kadugodi,1900.0,3.0,108.0,3.0,5684.210526315789,0.0,0.0,1.0
3845,Kadugodi,1314.0,2.0,68.2,2.0,5190.258751902587,0.0,0.0,1.0
3846,Kadugodi,1645.0,2.0,82.0,3.0,4984.802431610942,0.0,0.0,1.0
3847,Kadugodi,1100.0,2.0,45.0,2.0,4090.909090909091,0.0,0.0,0.0
3849,Kadugodi,1314.0,2.0,78.0,2.0,5936.07305936073,0.0,0.0,1.0
3850,Kadugodi,1762.0,3.0,112.0,3.0,6356.413166855846,0.0,0.0,1.0
3851,Kadugodi,1314.0,2.0,83.0,2.0,6316.590563165905,0.0,0.0,1.0
3852,Kadugodi,925.0,1.0,40.7,1.0,4400.000000000001,0.0,0.0,1.0
3853,Kadugodi,1351.0,2.0,78.0,3.0,5773.501110288675,0.0,0.0,1.0
3854,Kadugodi,1010.0,2.0,50.0,2.0,4950.495049504951,0.0,0.0,1.0
3855,Kadugodi,1890.0,4.0,125.0,3.0,6613.756613756614,0.0,0.0,1.0
3856,Kadugodi,1152.0,2.0,61.0,2.0,5295.138888888889,0.0,0.0,1.0
3857,Kadugodi,1394.0,2.0,56.0,2.0,4017.2166427546626,0.0,0.0,1.0
3858,Kadugodi,1762.0,3.0,112.0,3.0,6356.413166855846,0.0,0.0,1.0
3859,Kadugodi,1890.0,4.0,125.0,3.0,6613.756613756614,0.0,0.0,1.0
3863,Kadugodi,1088.0,2.0,44.0,2.0,4044.1176470588234,0.0,0.0,0.0
3864,Kadugodi,1875.0,2.0,110.0,3.0,5866.666666666667,0.0,1.0,0.0
3865,Kadugodi,1150.0,2.0,42.0,2.0,3652.1739130434785,0.0,0.0,1.0
3866,Kadugodi,1762.0,3.0,109.0,3.0,6186.152099886493,0.0,0.0,1.0
3867,Kadugodi,1314.0,2.0,80.0,2.0,6088.2800608828,0.0,0.0,1.0
3868,Kadugodi,1196.0,2.0,60.0,2.0,5016.722408026756,0.0,0.0,1.0
3869,Kaggadasapura,1280.0,2.0,56.0,3.0,4375.0,0.0,0.0,1.0
3870,Kaggadasapura,1275.0,2.0,52.0,2.0,4078.4313725490197,0.0,0.0,0.0
3871,Kaggadasapura,2150.0,4.0,100.0,4.0,4651.162790697675,0.0,0.0,0.0
3872,Kaggadasapura,1150.0,2.0,42.0,2.0,3652.1739130434785,0.0,0.0,1.0
3873,Kaggadasapura,1110.0,2.0,53.0,2.0,4774.774774774774,0.0,0.0,1.0
3874,Kaggadasapura,1060.0,2.0,48.0,2.0,4528.301886792453,0.0,0.0,1.0
3876,Kaggadasapura,1063.0,2.0,42.0,2.0,3951.081843838194,0.0,0.0,1.0
3877,Kaggadasapura,1470.0,2.0,75.0,3.0,5102.040816326531,0.0,0.0,0.0
3879,Kaggadasapura,1050.0,2.0,48.0,2.0,4571.428571428572,0.0,0.0,1.0
3880,Kaggadasapura,1132.0,2.0,42.0,2.0,3710.2473498233217,0.0,0.0,1.0
3881,Kaggadasapura,1100.0,2.0,58.0,2.0,5272.727272727273,0.0,0.0,1.0
3882,Kaggadasapura,1325.0,2.0,50.0,2.0,3773.5849056603774,0.0,0.0,1.0
3883,Kaggadasapura,1200.0,2.0,53.0,2.0,4416.666666666667,0.0,0.0,1.0
3884,Kaggadasapura,1035.0,2.0,45.5,2.0,4396.135265700483,0.0,0.0,1.0
3885,Kaggadasapura,1180.0,1.0,50.0,2.0,4237.28813559322,0.0,0.0,1.0
3886,Kaggadasapura,1140.0,2.0,46.0,2.0,4035.0877192982457,0.0,0.0,0.0
3887,Kaggadasapura,1340.0,3.0,66.0,3.0,4925.373134328358,0.0,0.0,1.0
3889,Kaggadasapura,1500.0,3.0,75.0,3.0,5000.0,0.0,0.0,0.0
3890,Kaggadasapura,1215.0,2.0,43.0,2.0,3539.0946502057614,1.0,0.0,0.0
3891,Kaggadasapura,1225.0,2.0,48.0,2.0,3918.3673469387754,0.0,0.0,1.0
3893,Kaggadasapura,1540.0,3.0,75.0,3.0,4870.12987012987,0.0,0.0,1.0
